	EntryID	Headword	Origin language	Lemma synonym
41779	d2e2858590Meyers-1905	Poinē	lat	Poena
41800	d2e2859279Meyers-1905	Pokāl	ital	boccale
41804	d2e2859468Meyers-1905	Pokulieren	lat	poculum
41809	d2e2859768Meyers-1905	Polackertakelung	ital	polacra
41822	d2e2861819Meyers-1905	Polei	lat	pulegium
41824	d2e2861885Meyers-1905	Polēmik	griech	pólemos
41827	d2e2862083Meyers-1905	Polen [2]	poln	Polacy
41832	d2e2863193Meyers-1905	Police	ital	Polizza
41833	d2e2863213Meyers-1905	Policinell	franz	Polichinelle
41851	d2e2864192Meyers-1905	Politischer Vers	griech	Stichos politikós
41875	d2e2867835Meyers-1905	Polonäse	franz	polonaise
41875	d2e2867835Meyers-1905	Polonäse	ital	polacca
41877	d2e2868061Meyers-1905	Polster	lat	Pulvinaria
41879	d2e2868174Meyers-1905	Polterabend	franz	Charivari
41951	d2e2872131Meyers-1905	Pomāde	ital	pomata
41951	d2e2872131Meyers-1905	Pomāde	franz	pommade
41957	d2e2872605Meyers-1905	Pomerĭum	lat	Pomoerium
41978	d2e2874298Meyers-1905	Pompös	ital	pomposo
41981	d2e2874406Meyers-1905	Pön [1]	lat	poena
41981	d2e2874406Meyers-1905	Pön [1]	franz	peine
41983	d2e2874504Meyers-1905	Pönālkodex	franz	code pénal
41983	d2e2874504Meyers-1905	Pönālkodex	ital	codice penale
42006	d2e2875476Meyers-1905	Pönitenzbuch	lat	Poenitenciale
42020	d2e2875985Meyers-1905	Pont-Andemer	lat	Pons Aldemari
42040	d2e2876837Meyers-1905	Ponto	span	punto
42040	d2e2876837Meyers-1905	Ponto	franz	ponte
42045	d2e2877106Meyers-1905	Pontos [2]	lat	Pontus
42050	d2e2877257Meyers-1905	Pontus Euxīnus	griech	Pontos Euxeinos
42054	d2e2877452Meyers-1905	Pool	franz	poule
42060	d2e2877768Meyers-1905	Pope	lat	papa
42085	d2e2879097Meyers-1905	Porisma	lat	Corollarium
42105	d2e2880485Meyers-1905	Port	lat	portus
42105	d2e2880485Meyers-1905	Port	franz	port
42119	d2e2880817Meyers-1905	Portamént	ital	Portamento portar la
42119	d2e2880817Meyers-1905	Portamént	franz	Port de voix
42121	d2e2881009Meyers-1905	Portaten	ital	portata
42137	d2e2881390Meyers-1905	Portechaise	franz	chaise à porteurs
42143	d2e2881547Meyers-1905	Portepee	franz	porte épée
42144	d2e2881574Meyers-1905	Porter [1]	engl	porter
42149	d2e2881754Meyers-1905	Portfolĭo	ital	Portafogli o
42190	d2e2883591Meyers-1905	Porträt	franz	portrait
42190	d2e2883591Meyers-1905	Porträt	griech	eikon
42209	d2e2887472Meyers-1905	Posamenten	franz	passements
42210	d2e2887505Meyers-1905	Posamentīer	franz	passementier
42211	d2e2887557Meyers-1905	Posaune	ital	Trombone
42233	d2e2889261Meyers-1905	Post [3]	mittellat	posta
42237	d2e2890053Meyers-1905	Postanweisungen	engl	Money orders Postoffice
42237	d2e2890053Meyers-1905	Postanweisungen	franz	Mandats de poste
42237	d2e2890053Meyers-1905	Postanweisungen	ital	Vaglia postali
42238	d2e2890144Meyers-1905	Postauftrag	franz	Ordre de recouvrement
42238	d2e2890144Meyers-1905	Postauftrag	ital	Ricossione
42239	d2e2890271Meyers-1905	Postbon	franz	Bon de poste
42243	d2e2890578Meyers-1905	Posten [1]	ital	posto
42254	d2e2891193Meyers-1905	Postillion	franz	postillon
42256	d2e2891264Meyers-1905	Postkarte	franz	Carte postale
42256	d2e2891264Meyers-1905	Postkarte	engl	Post card
42256	d2e2891264Meyers-1905	Postkarte	ital	Cartolina postale
42257	d2e2891387Meyers-1905	Postkreditbriefe	ital	Titoli postali di
42258	d2e2891424Meyers-1905	Postlagernd	franz	poste restante bureau
42258	d2e2891424Meyers-1905	Postlagernd	ital	fermo in posta
42258	d2e2891424Meyers-1905	Postlagernd	engl	to be called
42259	d2e2891464Meyers-1905	Postliminĭum	lat	limen
42261	d2e2891641Meyers-1905	Postnachnahme	franz	Remboursement
42261	d2e2891641Meyers-1905	Postnachnahme	ital	Assegno
42274	d2e2892409Meyers-1905	Postŭmus	lat	Posthumus
42377	d2e2897755Meyers-1905	Praecipitantĭa	lat	sc media
42403	d2e2898368Meyers-1905	Prado	lat	pratum
42415	d2e2898669Meyers-1905	Präfekt	franz	préfet
42415	d2e2898669Meyers-1905	Präfekt	ital	prefetto
42416	d2e2898734Meyers-1905	Präferénz	franz	préférence
42432	d2e2899698Meyers-1905	Prahm	mitteld	prâm
42443	d2e2900041Meyers-1905	Präkozität	lat	praecox
42447	d2e2900151Meyers-1905	Praktĭkum	lat	Collegium practicum
42451	d2e2900213Meyers-1905	Prälāt [1]	lat	praelatus
42461	d2e2900488Meyers-1905	Prämĭe	lat	praemium
42494	d2e2901911Meyers-1905	Präsent [2]	franz	présent
42503	d2e2902177Meyers-1905	Präsérven	engl	preserves
42507	d2e2902260Meyers-1905	Präsidentschaft	engl	Presidency
42515	d2e2902512Meyers-1905	Prästigĭen	lat	praestigiae
42519	d2e2902627Meyers-1905	Prätentiös	franz	prétentieux
42520	d2e2902644Meyers-1905	Prater	ital	prato
42569	d2e2904628Meyers-1905	Predigt	lat	praedicare
42573	d2e2905028Meyers-1905	Preis	lat	pretium
42574	d2e2905324Meyers-1905	Prekär	frz	précaire
42575	d2e2905341Meyers-1905	Prekareihandel	franz	commerce précaire
42594	d2e2906363Meyers-1905	Presepio	lat	Praesepe
42596	d2e2906403Meyers-1905	Presidĭos	lat	praesidium
42608	d2e2908183Meyers-1905	Prestidigitateur	ital	presto
42608	d2e2908183Meyers-1905	Prestidigitateur	lat	digitus
42609	d2e2908203Meyers-1905	Prestige	lat	praestigia
42622	d2e2912152Meyers-1905	Prévôt	lat	praepositus
42633	d2e2912955Meyers-1905	Priester	griech	presbyteros
42648	d2e2913842Meyers-1905	Primāt	lat	primatus
42660	d2e2914351Meyers-1905	Primigenĭus	lat	Primigenus
42663	d2e2914500Meyers-1905	Primitīvum	lat	sc verbum
42687	d2e2915548Meyers-1905	Principĭis obsta	lat	sero medicina paratur
42689	d2e2915767Meyers-1905	Printen	holländ	print
42692	d2e2915833Meyers-1905	Prinz	lat	princeps
42692	d2e2915833Meyers-1905	Prinz	franz	prince
42694	d2e2916110Meyers-1905	Prinzīp	lat	Principium
42718	d2e2917975Meyers-1905	Privatier	lat	Privatus
42722	d2e2918076Meyers-1905	Privatissĭmum	lat	sc collegium
42724	d2e2918519Meyers-1905	Privet	mittellat	Privatum
42724	d2e2918519Meyers-1905	Privet	franz	Privé
42765	d2e2920384Meyers-1905	Proctor	lat	procurator
42782	d2e2920841Meyers-1905	Produkt	lat	productum
42793	d2e2921243Meyers-1905	Profeß	lat	Professio religiosa
42801	d2e2921431Meyers-1905	Profīl	lat	filum
42805	d2e2921590Meyers-1905	Profoß	lat	praepositus
42813	d2e2921789Meyers-1905	Programm	griech	programma
42819	d2e2922076Meyers-1905	Prohibitionisten	engl	prohibition
42821	d2e2922113Meyers-1905	Prohibitīvsystem	lat	prohibere
42843	d2e2923377Meyers-1905	Prokūra	neulat	procura
42843	d2e2923377Meyers-1905	Prokūra	lat	pro cura
42846	d2e2923533Meyers-1905	Prokūror	franz	procureur
42876	d2e2924470Meyers-1905	Promontorĭum	lat	Promunturium
42900	d2e2925368Meyers-1905	Propeller	lat	propellere
42905	d2e2925530Meyers-1905	Prophēt	hebr	Nabi
42933	d2e2926629Meyers-1905	Propst	lat	praepositus
42942	d2e2927033Meyers-1905	Prosa	lat	prorsa sc oratio
42961	d2e2927705Meyers-1905	Prosopopöse	lat	Personificatio
42967	d2e2927850Meyers-1905	Prossĭmo	ital	sc mese
42969	d2e2927929Meyers-1905	Prostata	griech	Glandula prostata
43016	d2e2931222Meyers-1905	Provence	lat	Provincia
43021	d2e2931938Meyers-1905	Proviánt	ital	provianda
43028	d2e2932172Meyers-1905	Provinz	lat	provincia
43033	d2e2932502Meyers-1905	Provisionsbrief	franz	Lettres de provision
43047	d2e2932958Meyers-1905	Prozent	lat	pre centum
43047	d2e2932958Meyers-1905	Prozent	franz	pour cent
43047	d2e2932958Meyers-1905	Prozent	ital	per cento
43047	d2e2932958Meyers-1905	Prozent	engl	per cent
43074	d2e2935061Meyers-1905	Psammŏm	griech	psámmos
43078	d2e2935299Meyers-1905	Pseudo...	griech	pseudes
43081	d2e2935522Meyers-1905	Pseudoerysipĕlas	griech	Phlegmone diffusa
43143	d2e2939999Meyers-1905	Publĭcum	lat	sc collegium
43144	d2e2940019Meyers-1905	Publīk	franz	publique
43176	d2e2941666Meyers-1905	Pufferstaat	franz	Etat tampon
43181	d2e2941829Meyers-1905	Pugilatio	lat	Pugilatus
43182	d2e2941846Meyers-1905	Pugilíst	lat	pugil
43191	d2e2942056Meyers-1905	Püik	holländ	puik
43199	d2e2942721Meyers-1905	Pullman, Wagen	engl	Pullman cars
43205	d2e2942995Meyers-1905	Pülpe	lat	pulpa
43214	d2e2943795Meyers-1905	Pult	lat	pulpitum
43215	d2e2943931Meyers-1905	Pulver	lat	pulvis
43221	d2e2945117Meyers-1905	Punch [1]	ital	pulcinella
43262	d2e2947875Meyers-1905	Purpur	lat	purpura
43275	d2e2948973Meyers-1905	Pustel	lat	pustula
43288	d2e2949850Meyers-1905	Putten [1]	ital	putti
43329	d2e2952282Meyers-1905	Pyrenäen	lat	Pyrenaei Montes
43362	d2e2955813Meyers-1905	Quadrāt	lat	quadratus
43387	d2e2956818Meyers-1905	Quäker	engl	Quakers
43401	d2e2957469Meyers-1905	Quantitatīvum	lat	sc nomen
43412	d2e2958026Meyers-1905	Quarré	franz	carré
43414	d2e2958094Meyers-1905	Quart [1]	lat	quartus
43415	d2e2958147Meyers-1905	Quarta [1]	lat	q classis
43424	d2e2958489Meyers-1905	Quarteronen	span	cuarteron
43425	d2e2958513Meyers-1905	Quartett	franz	Quatuor
43425	d2e2958513Meyers-1905	Quartett	ital	Quartetto
43426	d2e2958557Meyers-1905	Quartgeige	franz	Pochette
43426	d2e2958557Meyers-1905	Quartgeige	engl	Kit
43441	d2e2959958Meyers-1905	Quatémber	lat	quatuor tempora
43441	d2e2959958Meyers-1905	Quatémber	mittellat	quatempora
43452	d2e2960563Meyers-1905	Quebracho	portug	quebrar
43546	d2e2967095Meyers-1905	Quinisextum	lat	Concilium
43555	d2e2967322Meyers-1905	Quinta	lat	q classis
43560	d2e2967523Meyers-1905	Quintdezime	lat	Quinta decima
43561	d2e2967540Meyers-1905	Quinte	lat	quinta
43561	d2e2967540Meyers-1905	Quinte	griech	diapente
43563	d2e2967621Meyers-1905	Quintessénz	lat	quinta essentia
43564	d2e2967641Meyers-1905	Quintett	ital	Quintetto
43564	d2e2967641Meyers-1905	Quintett	franz	Quintuor
43566	d2e2967710Meyers-1905	Quintieren	franz	quintoyer
43582	d2e2968380Meyers-1905	Quistsāna	ital	qui si sana
43592	d2e2968582Meyers-1905	Quitt	franz	quitte
43599	d2e2969028Meyers-1905	Quodlĭbet	lat	quod libet
43607	d2e2969254Meyers-1905	Quote	lat	pars quota
43626	d2e2970652Meyers-1905	Rabbi [1]	chald	rab
43640	d2e2971730Meyers-1905	Rabūlist	lat	rabula
43657	d2e2972478Meyers-1905	Rachimburgen	mittellat	Rachimburgi
43658	d2e2972502Meyers-1905	Rachītis	schott	räkits
43658	d2e2972502Meyers-1905	Rachītis	griech	rhachis
43663	d2e2972862Meyers-1905	Racket	franz	raquette
43675	d2e2974697Meyers-1905	Radgürtel	ital	Cingolo
43684	d2e2975141Meyers-1905	Radikāl	lat	radix
43697	d2e2976741Meyers-1905	Radschputen	engl	Rajpoots
43719	d2e2978342Meyers-1905	Ragion	ital	ragione
43719	d2e2978342Meyers-1905	Ragion	lat	ratio
43738	d2e2980175Meyers-1905	Raiot	engl	Ryot
43738	d2e2980175Meyers-1905	Raiot	arab	râiyat
43747	d2e2980694Meyers-1905	Rakēten	ital	rocchetta
43764	d2e2981589Meyers-1905	Ramagemuster	franz	ramage
43784	d2e2983657Meyers-1905	Ramsch	franz	ramassis
43790	d2e2984098Meyers-1905	Ranch	span	rancho
43791	d2e2984118Meyers-1905	Rancheros	span	rancho
43812	d2e2986277Meyers-1905	Ranzion	franz	rançon
43828	d2e2987305Meyers-1905	Rappell	franz	rappel
43835	d2e2988033Meyers-1905	Raptatŏres	lat	Rapaces
43842	d2e2988261Meyers-1905	Rasch [2]	franz	Ras
43842	d2e2988261Meyers-1905	Rasch [2]	engl	Arras
43843	d2e2988290Meyers-1905	Räsch	engl	rash
43848	d2e2989482Meyers-1905	Rasse [1]	franz	race
43851	d2e2990045Meyers-1905	Rastrāl	lat	rastrum
43853	d2e2990362Meyers-1905	Rate	lat	rata pars
43854	d2e2990533Meyers-1905	Rathaus	franz	Hôtel de ville
43854	d2e2990533Meyers-1905	Rathaus	engl	Town hall Guild
43861	d2e2991020Meyers-1905	Ratīn	franz	Ratines
43861	d2e2991020Meyers-1905	Ratīn	engl	Rateens
43867	d2e2991191Meyers-1905	Rationalismus	lat	ratio
43874	d2e2991749Meyers-1905	Ratspensionär	holl	Raadpensionaris
43878	d2e2992477Meyers-1905	Raub	lat	Rapina
43884	d2e2993510Meyers-1905	Rauchbilder	ital	Fumi
43935	d2e2999121Meyers-1905	Reāl	lat	res
43936	d2e2999142Meyers-1905	Reál	lat	Regalis
43959	d2e3000445Meyers-1905	Reāt	lat	reatus
43961	d2e3000584Meyers-1905	Rebec	span	Rabé Rabel
43975	d2e3001619Meyers-1905	Recepta sententia	lat	Receptum jus
43979	d2e3002145Meyers-1905	Rechenpfennige	span	tantos
43982	d2e3002606Meyers-1905	Recht	lat	Jus
43983	d2e3002853Meyers-1905	Rechteck	lat	Rectangulum
43985	d2e3003595Meyers-1905	Rechtsfrage	lat	Quaestio juris
43986	d2e3003931Meyers-1905	Rechtskraft	lat	Res judicata
43986	d2e3003931Meyers-1905	Rechtskraft	franz	Chose jugée
43988	d2e3004790Meyers-1905	Rechtswohltat	lat	Beneficium juris
43989	d2e3004868Meyers-1905	Recht zur Sache	lat	jus ad rem
44000	d2e3005575Meyers-1905	Record	mittellat	recordum
44016	d2e3005900Meyers-1905	Redakteur	lat	redactor
44024	d2e3006107Meyers-1905	Rede	lat	Oratio
44025	d2e3006303Meyers-1905	Redemptio	lat	Redemtio
44027	d2e3006484Meyers-1905	Rederijkers	franz	rhétoricien
44035	d2e3006840Meyers-1905	Redingote	engl	riding coat
44045	d2e3007183Meyers-1905	Redoute	ital	ridotto
44045	d2e3007183Meyers-1905	Redoute	mittellat	reductus
44067	d2e3008231Meyers-1905	Reell	franz	réel
44070	d2e3008413Meyers-1905	Refaktĭe	franz	Réfaction
44096	d2e3010098Meyers-1905	Refraktär	franz	réfractaire
44108	d2e3010471Meyers-1905	Regāl [2]	altd	rîga
44110	d2e3010660Meyers-1905	Regalĭen	lat	Jura regalia
44124	d2e3012810Meyers-1905	Regésten	lat	regerĕre
44139	d2e3013920Meyers-1905	Register	mittellat	regesta
44141	d2e3014092Meyers-1905	Registertonne	engl	register ton
44167	d2e3015450Meyers-1905	Regulierte	lat	Regulares
44168	d2e3015560Meyers-1905	Regulīnisch	lat	regulus
44175	d2e3016788Meyers-1905	Reich	lat	Regnum
44200	d2e3026465Meyers-1905	Reitbahn	franz	Manège
44222	d2e3028356Meyers-1905	Rekollékten	franz	Récollets
44230	d2e3028563Meyers-1905	Rekord	engl	record
44237	d2e3028701Meyers-1905	Rekrūt	franz	la recrue
44249	d2e3029098Meyers-1905	Rektum	lat	rectum
44251	d2e3029220Meyers-1905	Rekúrs	lat	Recursus
44251	d2e3029220Meyers-1905	Rekúrs	franz	Recours
44269	d2e3029700Meyers-1905	Relief	ital	riliēvo
44272	d2e3030510Meyers-1905	Religionsgespräche	lat	Colloquia
44281	d2e3031136Meyers-1905	Reluitionsrecht	lat	reluère
44286	d2e3031345Meyers-1905	Rembours	franz	remboursement
44286	d2e3031345Meyers-1905	Rembours	ital	rimborso
44298	d2e3031916Meyers-1905	Remonetisieren	lat	moneta
44305	d2e3032159Meyers-1905	Remorkör	franz	remorqueur
44305	d2e3032159Meyers-1905	Remorkör	engl	Tug boat
44313	d2e3032713Meyers-1905	Renaix	lat	Rothnacum
44322	d2e3033313Meyers-1905	Rendieren	franz	rendre
44352	d2e3034914Meyers-1905	Rente	ital	rêndita
44412	d2e3037401Meyers-1905	Republik	lat	res publica
44415	d2e3037522Meyers-1905	Repudĭation	lat	Repudium
44444	d2e3038937Meyers-1905	Residénz	lat	residentia
44495	d2e3040973Meyers-1905	Resümee	franz	résumé
44522	d2e3042006Meyers-1905	Retorsion	lat	Jus retorsionis
44564	d2e3045315Meyers-1905	Reveille	franz	réveil
44574	d2e3045679Meyers-1905	Reverend	lat	reverendus
44587	d2e3046053Meyers-1905	Revier	franz	rivière
44630	d2e3047982Meyers-1905	Rezepisse	lat	recepisse
44630	d2e3047982Meyers-1905	Rezepisse	engl	Receive
44645	d2e3048368Meyers-1905	Rezitatīv	ital	Recitativo
44645	d2e3048368Meyers-1905	Rezitatīv	lat	recitare
44661	d2e3050037Meyers-1905	Rhein [1]	franz	Rhin
44676	d2e3052344Meyers-1905	Rheumatismus	griech	rhein
44743	d2e3058227Meyers-1905	Richard [1]	altd	rîh
44756	d2e3059413Meyers-1905	Richter [1]	hebr	Schofetim
44795	d2e3065838Meyers-1905	Rigolen	franz	rigole
44798	d2e3065950Meyers-1905	Rigorōsum	lat	Examen r
44811	d2e3066623Meyers-1905	Rimesse	ital	rimessa
44811	d2e3066623Meyers-1905	Rimesse	franz	Remise
44817	d2e3068185Meyers-1905	Rinfranco	ital	Rinfrancamento
44870	d2e3072278Meyers-1905	Ripresa	franz	Reprise
44871	d2e3072295Meyers-1905	Rips	engl	rib
44873	d2e3072377Meyers-1905	Risalīt	ital	risálto
44892	d2e3073142Meyers-1905	Ristórno	franz	Ristorne
44892	d2e3073142Meyers-1905	Ristórno	engl	Return
44896	d2e3073249Meyers-1905	Ritardando	ital	ritardato
44902	d2e3073411Meyers-1905	Ritornell	ital	ritornello
44906	d2e3073684Meyers-1905	Ritter [3]	lat	Equites
44914	d2e3074587Meyers-1905	Rittmeister	franz	Capitaine de cavalerie
44917	d2e3074681Meyers-1905	Rituāl [2]	lat	Rituale
44920	d2e3074989Meyers-1905	Riva [1]	lat	ripa
44955	d2e3076555Meyers-1905	Robber	engl	rubber
44971	d2e3077969Meyers-1905	Robōt	slaw	robota
44985	d2e3078495Meyers-1905	Roche [1]	pers	roch
44985	d2e3078495Meyers-1905	Roche [1]	franz	roc
45006	d2e3079193Meyers-1905	Rochētum	ital	rocchetto
45006	d2e3079193Meyers-1905	Rochētum	franz	rochet
45085	d2e3084817Meyers-1905	Rohrpost	franz	poste tubulaire
45216	d2e3101801Meyers-1905	Rosenkranz [1]	lat	Rosarium
45219	d2e3102079Meyers-1905	Rosenoble	lat	Rosatus nobilis
45220	d2e3102112Meyers-1905	Rosenöl	engl	Attar Ottar
45225	d2e3102501Meyers-1905	Rosenspitze	franz	point de rose
45230	d2e3103188Meyers-1905	Rosĭnante	span	Rocinante
45291	d2e3110244Meyers-1905	Rothäute	engl	Red skins
45320	d2e3112466Meyers-1905	Rotte [1]	lat	rupta
45325	d2e3112910Meyers-1905	Röttih	engl	Ruttee
45328	d2e3113202Meyers-1905	Rotunde	lat	rotunda
45328	d2e3113202Meyers-1905	Rotunde	ital	rotonda
45353	d2e3114222Meyers-1905	Roulanz	franz	rouler
45417	d2e3116936Meyers-1905	Rubel	russ	Rubl
45423	d2e3118563Meyers-1905	Rubrīk	lat	rubrīca
45444	d2e3119975Meyers-1905	Rückenwehren	frz	Parados
45450	d2e3120577Meyers-1905	Rücklaken	lat	Dorsale
45450	d2e3120577Meyers-1905	Rücklaken	franz	Dossier
45450	d2e3120577Meyers-1905	Rücklaken	engl	Dosel Dorsel
45451	d2e3120600Meyers-1905	Rücklauf	engl	Slip
45453	d2e3120724Meyers-1905	Rucksack	engl	ruck
45463	d2e3121814Meyers-1905	Ruderāten	lat	rudera
45478	d2e3123322Meyers-1905	Rudu	franz	roudou
45487	d2e3123721Meyers-1905	Rüfi	ital	rovina
45504	d2e3125341Meyers-1905	Ruīn	lat	ruina
45518	d2e3125864Meyers-1905	Rulieren	franz	rouler
45540	d2e3128070Meyers-1905	Rumpfparlament	engl	Rump Parliament
45547	d2e3128510Meyers-1905	Rundköpfe	engl	Round Heads
45566	d2e3129974Meyers-1905	Rupĭe	engl	Rupee
45574	d2e3130799Meyers-1905	Rüsche	franz	ruche
45595	d2e3132246Meyers-1905	Russen	russ	Russkije
45659	d2e3141325Meyers-1905	Saâ	arab	saa
45667	d2e3142008Meyers-1905	Saar [1]	lat	Saravus
45693	d2e3144081Meyers-1905	Sabbatjahr	hebr	Sch mitta
45712	d2e3145009Meyers-1905	Sabtije	arab	sabt
45716	d2e3145107Meyers-1905	Saccadiert	franz	saccadé
45726	d2e3145541Meyers-1905	Sacco [1]	lat	saccus
45807	d2e3152397Meyers-1905	Safran	arab	za ferān
45807	d2e3152397Meyers-1905	Safran	lat	Crocus
45820	d2e3153483Meyers-1905	Saga [2]	altnord	Sága
46116	d2e3162745Meyers-1905	Saison	engl	Season
46143	d2e3163884Meyers-1905	Sakristei	mittellat	sacristia
46150	d2e3164157Meyers-1905	Säkulum	lat	saeculum sec u
46153	d2e3164339Meyers-1905	Sala [1]	althochd	säljan
46153	d2e3164339Meyers-1905	Sala [1]	angelsächs	sellan
46153	d2e3164339Meyers-1905	Sala [1]	lat	Traditio
46155	d2e3164491Meyers-1905	Salaamkrampf	arab	salám
46156	d2e3164554Meyers-1905	Salade	span	celada
46166	d2e3165215Meyers-1905	Salär	franz	salaire
46168	d2e3165330Meyers-1905	Salāt [2]	franz	salade
46168	d2e3165330Meyers-1905	Salāt [2]	ital	salato
46178	d2e3166040Meyers-1905	Sälde	althochd	Sâlida
46184	d2e3166426Meyers-1905	Salep	arab	khus yatus salab
46224	d2e3169310Meyers-1905	Salmi	franz	salmis
46303	d2e3173279Meyers-1905	Salve [2]	lat	salve
46310	d2e3173737Meyers-1905	Salvo meliōri	lat	sc judicio
46317	d2e3174271Meyers-1905	Salzach	lat	Invarus
46394	d2e3181392Meyers-1905	Samt	franz	Velours
46394	d2e3181392Meyers-1905	Samt	engl	Velvet
46406	d2e3182314Meyers-1905	Sanatorĭen	lat	sanare
46458	d2e3186686Meyers-1905	Sanduk	arab	sandûk
46495	d2e3188187Meyers-1905	Sanguīnisch	lat	sanguis
46503	d2e3188555Meyers-1905	Sanität	lat	sanitas
46522	d2e3189696Meyers-1905	Sankt	lat	sanctus
46525	d2e3190464Meyers-1905	Sankt Georgskanal	engl	St George s
46558	d2e3193667Meyers-1905	Sansculotten	franz	Sans culottes
46569	d2e3194013Meyers-1905	Sanskrit	franz	an
46636	d2e3198036Meyers-1905	Sapēca	franz	Sapèque
46653	d2e3199057Meyers-1905	Sappe	frz	sape
46654	d2e3199183Meyers-1905	Sappeure	franz	Sapeurs
46683	d2e3200924Meyers-1905	Sardinĭen	ital	Sardegna
46683	d2e3200924Meyers-1905	Sardinĭen	franz	Sardaigne
46713	d2e3203120Meyers-1905	Sarras	poln	za
46753	d2e3205075Meyers-1905	Satinieren	franz	satin
46761	d2e3205390Meyers-1905	Satrápen	pers	chschathrapâvan
46820	d2e3210342Meyers-1905	Saum [2]	mittellat	salma sauma
46865	d2e3212994Meyers-1905	Savoyen [1]	franz	Savoie
46865	d2e3212994Meyers-1905	Savoyen [1]	ital	Savoja
46873	d2e3213477Meyers-1905	Sax [1]	altnord	sax
46873	d2e3213477Meyers-1905	Sax [1]	althochd	sahs
46873	d2e3213477Meyers-1905	Sax [1]	lat	saxum
46895	d2e3214788Meyers-1905	Scab	lat	scabies
46907	d2e3215397Meyers-1905	Scammonĭum	griech	skamma
46927	d2e3216404Meyers-1905	Scenarĭum	ital	scenario
46941	d2e3217018Meyers-1905	Schäbig	althochd	schabe
46943	d2e3217202Meyers-1905	Schabotte	franz	chabotte
46944	d2e3217222Meyers-1905	Schabracke	türk	tschâprâk
46949	d2e3217545Meyers-1905	Schachern	hebr	szachar
46950	d2e3217635Meyers-1905	Schachspiel	franz	Echecs
46950	d2e3217635Meyers-1905	Schachspiel	engl	Chess
46973	d2e3220919Meyers-1905	Schaff [1]	lat	scaphium
46978	d2e3221708Meyers-1905	Schafott	franz	Echafaud
46989	d2e3222472Meyers-1905	Schal	arab	Chalat
46990	d2e3222536Meyers-1905	Schalaune	neulat	scholāna
46996	d2e3223523Meyers-1905	Schallöcher	franz	Ouies
46996	d2e3223523Meyers-1905	Schallöcher	engl	Holes
46999	d2e3223769Meyers-1905	Schalmei	lat	calamus calamellus
46999	d2e3223769Meyers-1905	Schalmei	franz	chalumeau
47007	d2e3224237Meyers-1905	Schâm	arab	asch schâm
47008	d2e3224260Meyers-1905	Schamade	franz	chamade
47008	d2e3224260Meyers-1905	Schamade	portug	chamada
47008	d2e3224260Meyers-1905	Schamade	lat	clamare
47021	d2e3225262Meyers-1905	Schanker	franz	chancre
47021	d2e3225262Meyers-1905	Schanker	lat	cancer
47026	d2e3225703Meyers-1905	Schanze [2]	franz	chance
47030	d2e3226093Meyers-1905	Scharade	franz	charade
47032	d2e3226168Meyers-1905	Scharawaden	ungar	sáravalo
47043	d2e3227086Meyers-1905	Scharlatan	franz	charlatan
47043	d2e3227086Meyers-1905	Scharlatan	ital	ciarlare
47044	d2e3227186Meyers-1905	Scharlotte	franz	charlotte
47045	d2e3227211Meyers-1905	Scharm	franz	charme
47046	d2e3227254Meyers-1905	Scharmützel	ital	scaramuccia
47048	d2e3227350Meyers-1905	Scharnīer	franz	charnière
47050	d2e3227413Meyers-1905	Scharnützel	ital	scarnuzzo
47051	d2e3227450Meyers-1905	Schärpe	franz	Écharpe
47051	d2e3227450Meyers-1905	Schärpe	althochd	scharpe
47052	d2e3227471Meyers-1905	Scharpīe	franz	charpie
47052	d2e3227471Meyers-1905	Scharpīe	lat	carpere
47054	d2e3227765Meyers-1905	Scharwerk	altd	scara schare
47056	d2e3227832Meyers-1905	Schassen	franz	chasser
47062	d2e3228276Meyers-1905	Schatulle	mittellat	scatola
47063	d2e3228314Meyers-1905	Schatz	lat	Thesaurus
47070	d2e3228728Meyers-1905	Schaubrote	hebr	lechem happanīm
47074	d2e3228964Meyers-1905	Schauerleute	holländ	schouwer
47082	d2e3230506Meyers-1905	Schawell	lat	scabellum
47086	d2e3230652Meyers-1905	Scheck	engl	Check Cheque
47086	d2e3230652Meyers-1905	Scheck	franz	Chéque
47121	d2e3234003Meyers-1905	Schelde	franz	Escaut
47122	d2e3234221Meyers-1905	Schellack	engl	shell lac shellac
47127	d2e3234774Meyers-1905	Schelm	mittelhochd	schelme
47133	d2e3235060Meyers-1905	Schemen	mittelhochd	schime
47133	d2e3235060Meyers-1905	Schemen	lat	schema
47150	d2e3236828Meyers-1905	Scherge	althochd	scario
47161	d2e3237362Meyers-1905	Scherwenzeln	franz	servant
47181	d2e3238218Meyers-1905	Schibr	engl	shibiri
47207	d2e3243425Meyers-1905	Schiffer	engl	Master
47207	d2e3243425Meyers-1905	Schiffer	franz	Capitaine
47228	d2e3245846Meyers-1905	Schikane	franz	chicane
47255	d2e3248591Meyers-1905	Schilling [1]	got	skilligs
47260	d2e3248937Meyers-1905	Schimäre	franz	chimère
47276	d2e3250829Meyers-1905	Schirokko	ital	scirocco
47277	d2e3250920Meyers-1905	Schirting	engl	shirting
47298	d2e3251818Meyers-1905	Schlacht	franz	bataille
47302	d2e3252371Meyers-1905	Schlachtschitz	poln	Slachcic
47306	d2e3252860Meyers-1905	Schlafdaumen	franz	Main de gleire
47313	d2e3253523Meyers-1905	Schlag [4]	franz	Boyau
